from1,from,to1,to,record_type,call_type,date
6689041b15ab4cd822555d662d35c796,66890,dec6322bd3c1d25c45f270949f638ab4,dec63,1,1,14/06/2012 03:22:55
6689041b15ab4cd822555d662d35c796,66890,dec6322bd3c1d25c45f270949f638ab4,dec63,1,1,14/06/2012 03:22:55
7d3bce01bc5ea44651d3eba9f09ec69d,7d3bc,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,14/06/2012 00:06:56
575fcf7be08d744c15b2115110afe63a,575fc,2fc3258862c8a919116f79d6a6439828,2fc32,1,1,14/06/2012 03:15:40
fb96530603513538f8c189f37b9ebaeb,fb965,b792cb3934752e3fae91515fc4933c70,b792c,1,1,13/06/2012 23:19:32
fb96530603513538f8c189f37b9ebaeb,fb965,b792cb3934752e3fae91515fc4933c70,b792c,1,1,14/06/2012 03:43:30
6c52cd3f41e0ad3e2bf21d9618105760,6c52c,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,13/06/2012 22:25:23
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,13/06/2012 22:56:06
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,14/06/2012 00:22:13
a004d00c270f833d5db823ab08779de8,a004d,b792cb3934752e3fae91515fc4933c70,b792c,1,1,14/06/2012 00:59:51
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,14/06/2012 02:03:02
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,14/06/2012 02:42:31
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,14/06/2012 03:15:50
a004d00c270f833d5db823ab08779de8,a004d,b792cb3934752e3fae91515fc4933c70,b792c,1,1,14/06/2012 03:13:59
fba079e3f77e7e7bbd65735a56295e77,fba07,367f7fd01a9db0f9369751d108c1e6bc,367f7,1,1,14/06/2012 02:32:43
71fb1fec6f333ef81fed8480a7a33532,71fb1,ef599e28741c9e3fbebbecc58add8fec,ef599,1,1,13/06/2012 12:45:41
71fb1fec6f333ef81fed8480a7a33532,71fb1,4f13ad490f878d1e245d1ea39e4daa5a,4f13a,1,1,13/06/2012 23:06:52
71fb1fec6f333ef81fed8480a7a33532,71fb1,23848cf934d7cbeccce856b6043d3996,23848,1,1,13/06/2012 16:06:51
71fb1fec6f333ef81fed8480a7a33532,71fb1,e8181c17314cb5f77b195f3b5e912ee9,e8181,1,1,13/06/2012 16:45:34
aba8944000d688eb4734895163ca0ab0,aba89,eadacbb4b3f8b51db148b1cbecea4394,eadac,1,1,1/6/2012 19:00
aba8944000d688eb4734895163ca0ab0,aba89,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,1/6/2012 21:41
aba8944000d688eb4734895163ca0ab0,aba89,b644c0c60f72150bfac3ef3c0dc0f04e,b644c,1,1,2/6/2012 4:40
cbc731a5537d0df70eb6a3c84126e168,cbc73,df8d55a28eb9a45fbd49ff7bb1c778f9,df8d5,1,1,4/6/2012 16:56
cbc731a5537d0df70eb6a3c84126e168,cbc73,dc1ddabafad7c40886eb920807cd75e9,dc1dd,1,1,4/6/2012 16:56
cbc731a5537d0df70eb6a3c84126e168,cbc73,dc1ddabafad7c40886eb920807cd75e9,dc1dd,1,1,4/6/2012 16:58
cbc731a5537d0df70eb6a3c84126e168,cbc73,df8d55a28eb9a45fbd49ff7bb1c778f9,df8d5,1,1,4/6/2012 16:58
cbc731a5537d0df70eb6a3c84126e168,cbc73,dc1ddabafad7c40886eb920807cd75e9,dc1dd,1,1,4/6/2012 16:58
cbc731a5537d0df70eb6a3c84126e168,cbc73,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,4/6/2012 19:21
cbc731a5537d0df70eb6a3c84126e168,cbc73,d1bf22f5f4fc4bca0210ddaf7bd2c96d,d1bf2,1,1,4/6/2012 19:22
cbc731a5537d0df70eb6a3c84126e168,cbc73,6c78e53dc31862da3e31d2e6affba3a2,6c78e,1,1,4/6/2012 19:22
cbc731a5537d0df70eb6a3c84126e168,cbc73,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,4/6/2012 21:03
cbc731a5537d0df70eb6a3c84126e168,cbc73,6c78e53dc31862da3e31d2e6affba3a2,6c78e,1,1,5/6/2012 1:31
cbc731a5537d0df70eb6a3c84126e168,cbc73,d1bf22f5f4fc4bca0210ddaf7bd2c96d,d1bf2,1,1,5/6/2012 1:31
cbc731a5537d0df70eb6a3c84126e168,cbc73,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,5/6/2012 15:30
7c24bd4330f5dfbe07a6aa4f7751aa7b,7c24b,f572a951b0ea75dd283f741bfe1b0526,f572a,1,1,4/6/2012 19:34
7c24bd4330f5dfbe07a6aa4f7751aa7b,7c24b,f572a951b0ea75dd283f741bfe1b0526,f572a,1,1,4/6/2012 19:34
7c24bd4330f5dfbe07a6aa4f7751aa7b,7c24b,f572a951b0ea75dd283f741bfe1b0526,f572a,1,1,4/6/2012 19:34
a50b876c3ee0dd3ebb6f2722d398dc34,a50b8,d7f9b90bfc0fd0c64578bf8f1a609095,d7f9b,1,1,4/6/2012 18:48
a50b876c3ee0dd3ebb6f2722d398dc34,a50b8,d7f9b90bfc0fd0c64578bf8f1a609095,d7f9b,1,1,4/6/2012 18:48
922577ed2b7bf5558544e6d1ebe2a5e5,92257,3aaae94e3b31703e7e6c05772291cf21,3aaae,1,1,4/6/2012 21:29
922577ed2b7bf5558544e6d1ebe2a5e5,92257,9f7d3b1dc8f00df9f267ffa6c2300098,9f7d3,1,1,4/6/2012 21:29
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,b792cb3934752e3fae91515fc4933c70,b792c,1,1,5/6/2012 1:40
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,d5966bd4f35c0ee9864e62c0251b556a,d5966,1,1,5/6/2012 3:56
b919e382eb9574fe948bddb8789138a7,b919e,ff82288e16906de5b08532c53fa9eee6,ff822,1,1,9/6/2012 9:05
b919e382eb9574fe948bddb8789138a7,b919e,ff82288e16906de5b08532c53fa9eee6,ff822,1,1,9/6/2012 9:05
b919e382eb9574fe948bddb8789138a7,b919e,2c051a99b3cb62773eccf1411e38f43c,2c051,1,1,9/6/2012 13:40
b919e382eb9574fe948bddb8789138a7,b919e,2c051a99b3cb62773eccf1411e38f43c,2c051,1,1,9/6/2012 13:40
f93dedb7af687f9f4a5b5660b61286e3,f93de,ca3ebe1cd5ab89304100872cb06ba802,ca3eb,1,1,8/6/2012 19:17
f93dedb7af687f9f4a5b5660b61286e3,f93de,112e5170df66c520fb41c8147ffc9c96,112e5,1,1,8/6/2012 19:17
f93dedb7af687f9f4a5b5660b61286e3,f93de,f78eb601c4a206cd4dac855fedf06bb7,f78eb,1,1,9/6/2012 13:33
f93dedb7af687f9f4a5b5660b61286e3,f93de,f78eb601c4a206cd4dac855fedf06bb7,f78eb,1,1,9/6/2012 13:33
f93dedb7af687f9f4a5b5660b61286e3,f93de,f78eb601c4a206cd4dac855fedf06bb7,f78eb,1,1,9/6/2012 13:33
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,ad9f9e1e1f774bb7afb36fbafda0c47c,ad9f9,1,1,8/6/2012 17:05
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,ad9f9e1e1f774bb7afb36fbafda0c47c,ad9f9,1,1,8/6/2012 21:35
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,ad9f9e1e1f774bb7afb36fbafda0c47c,ad9f9,1,1,9/6/2012 0:40
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,793a16b4085fdd64d31017ec96922ebb,793a1,1,1,9/6/2012 13:45
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,793a16b4085fdd64d31017ec96922ebb,793a1,1,1,9/6/2012 13:45
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,00f215cedbb29321c0d6c2d5680eedab,00f21,1,1,9/6/2012 14:02
3cb98a5d0f29665d4b686da44c11d7e1,3cb98,00f215cedbb29321c0d6c2d5680eedab,00f21,1,1,9/6/2012 14:02
68db8a063c32c0db6817363dfa9f2b07,68db8,a62027ce1217920066a444330683e1e6,a6202,1,1,8/6/2012 19:42
f2d555b38e55597d8a27f9f5bfd631ce,f2d55,28a654045130b7812de4748b6a441bc1,28a65,1,1,9/6/2012 2:12
f2d555b38e55597d8a27f9f5bfd631ce,f2d55,28a654045130b7812de4748b6a441bc1,28a65,1,1,9/6/2012 2:12
4ea395619966c043f52182cd5e5e4cae,4ea39,c5567b0163c82596bbe905994be78890,c5567,1,1,8/6/2012 23:08
b6f30e378b1b5cef5670ea4d1b7b4df1,b6f30,f4a173a1ea6faf0d03de15d6b61ea44c,f4a17,1,1,11/6/2012 14:19
b6f30e378b1b5cef5670ea4d1b7b4df1,b6f30,91be40f091f0c2f01233fedfcda3a575,91be4,1,1,11/6/2012 14:57
b6f30e378b1b5cef5670ea4d1b7b4df1,b6f30,c6e06eeb6a7e94bf2456619cd5591d35,c6e06,1,1,11/6/2012 14:57
c68d5d1ca4df8629418af28708f74677,c68d5,d5966bd4f35c0ee9864e62c0251b556a,d5966,1,1,10/6/2012 20:46
34a9d86502d846d2756f74e28650dcd5,34a9d,afd789e6b13a3669eb2582e6026dc9e0,afd78,1,1,11/6/2012 14:56
34a9d86502d846d2756f74e28650dcd5,34a9d,afd789e6b13a3669eb2582e6026dc9e0,afd78,1,1,11/6/2012 14:56
b2e60fc3e17a997440e91a4e7ccf6bb8,b2e60,3cc7b08e38902c72764838bc3e5a949a,3cc7b,1,1,10/6/2012 18:01
b2e60fc3e17a997440e91a4e7ccf6bb8,b2e60,3cc7b08e38902c72764838bc3e5a949a,3cc7b,1,1,10/6/2012 18:01
b2e60fc3e17a997440e91a4e7ccf6bb8,b2e60,3cc7b08e38902c72764838bc3e5a949a,3cc7b,1,1,10/6/2012 18:01
b2e60fc3e17a997440e91a4e7ccf6bb8,b2e60,d5966bd4f35c0ee9864e62c0251b556a,d5966,1,1,10/6/2012 22:54
b2e60fc3e17a997440e91a4e7ccf6bb8,b2e60,2287ec2bb7627bb2966e72e384048f23,2287e,1,1,11/6/2012 0:14
b2e60fc3e17a997440e91a4e7ccf6bb8,b2e60,2287ec2bb7627bb2966e72e384048f23,2287e,1,1,11/6/2012 0:14
b2e60fc3e17a997440e91a4e7ccf6bb8,b2e60,2287ec2bb7627bb2966e72e384048f23,2287e,1,1,11/6/2012 1:14
b2e60fc3e17a997440e91a4e7ccf6bb8,b2e60,2287ec2bb7627bb2966e72e384048f23,2287e,1,1,11/6/2012 1:14
e46b455822c792bd8a8a3c493d2305b8,e46b4,995b29df24994de836131f0dee46b853,995b2,1,1,10/6/2012 19:05
761aca6ba15f7f713223c7bbb45ca99e,761ac,165ab8122d540cde43d936dd79bd6620,165ab,1,1,10/6/2012 18:18
761aca6ba15f7f713223c7bbb45ca99e,761ac,08736a8b7fd64b7f0b0884045901479f,08736,1,1,10/6/2012 18:18
5bc9402f83001e66004a62f62106f78d,5bc94,6be0e60eb7e3bc461bfe1735657b96df,6be0e,1,1,10/6/2012 19:04
5bc9402f83001e66004a62f62106f78d,5bc94,6be0e60eb7e3bc461bfe1735657b96df,6be0e,1,1,10/6/2012 19:04
5bc9402f83001e66004a62f62106f78d,5bc94,6be0e60eb7e3bc461bfe1735657b96df,6be0e,1,1,10/6/2012 19:04
5bc9402f83001e66004a62f62106f78d,5bc94,6be0e60eb7e3bc461bfe1735657b96df,6be0e,1,1,10/6/2012 19:04
f773b4dd13f7efbd22d22acbe2607d9a,f773b,28ac618539fdcf686136ef75cc5b51cf,28ac6,1,1,10/6/2012 15:58
f773b4dd13f7efbd22d22acbe2607d9a,f773b,28ac618539fdcf686136ef75cc5b51cf,28ac6,1,1,10/6/2012 8:58
f773b4dd13f7efbd22d22acbe2607d9a,f773b,c306a86c868671fa0217db9efab6447d,c306a,1,1,10/6/2012 12:45
f773b4dd13f7efbd22d22acbe2607d9a,f773b,ef599e28741c9e3fbebbecc58add8fec,ef599,1,1,10/6/2012 13:58
c306a86c868671fa0217db9efab6447d,c306a,f773b4dd13f7efbd22d22acbe2607d9a,f773b,1,1,10/6/2012 13:08
d78e2f1987dde8f1903e27b14b06ef0d,d78e2,367584198e946c1bc8fa57a009cca014,36758,1,1,13/06/2012 22:38:22
d78e2f1987dde8f1903e27b14b06ef0d,d78e2,367584198e946c1bc8fa57a009cca014,36758,1,1,13/06/2012 22:38:22
d78e2f1987dde8f1903e27b14b06ef0d,d78e2,9b6eaefbd47e0cb57e689a494743a45c,9b6ea,1,1,13/06/2012 22:40:09
d78e2f1987dde8f1903e27b14b06ef0d,d78e2,9b6eaefbd47e0cb57e689a494743a45c,9b6ea,1,1,13/06/2012 22:40:09
fb96530603513538f8c189f37b9ebaeb,fb965,3227bba19ca39b64ddce0054ba2d8f08,3227b,1,1,12/6/2012 2:53
6c52cd3f41e0ad3e2bf21d9618105760,6c52c,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,11/6/2012 18:03
6c52cd3f41e0ad3e2bf21d9618105760,6c52c,8100630721888c21a0909406f6d86e12,81006,1,1,11/6/2012 23:30
6c52cd3f41e0ad3e2bf21d9618105760,6c52c,8100630721888c21a0909406f6d86e12,81006,1,1,11/6/2012 23:30
6c52cd3f41e0ad3e2bf21d9618105760,6c52c,8100630721888c21a0909406f6d86e12,81006,1,1,11/6/2012 23:35
6c52cd3f41e0ad3e2bf21d9618105760,6c52c,8100630721888c21a0909406f6d86e12,81006,1,1,11/6/2012 23:35
6c52cd3f41e0ad3e2bf21d9618105760,6c52c,8100630721888c21a0909406f6d86e12,81006,1,1,11/6/2012 23:37
6c52cd3f41e0ad3e2bf21d9618105760,6c52c,8100630721888c21a0909406f6d86e12,81006,1,1,11/6/2012 23:37
e4790d79a824018f9793ad52504e7706,e4790,2ffd3d15709e074b521893892b5622d3,2ffd3,1,1,12/6/2012 2:26
e4790d79a824018f9793ad52504e7706,e4790,ec4559a96adbf6d93ab077c3cb370577,ec455,1,1,12/6/2012 2:26
0c12ece5b9adf092212b07d3461fa38e,0c12e,9bfa7dc3c12bce3cd95d415d428f3ef6,9bfa7,1,1,11/6/2012 16:29
0c12ece5b9adf092212b07d3461fa38e,0c12e,9bfa7dc3c12bce3cd95d415d428f3ef6,9bfa7,1,1,11/6/2012 16:29
44b0da6bc9496f4ff4c30d848a7c0048,44b0d,3927464814da1afac4b4f022f2cb5f6c,39274,1,1,12/6/2012 0:57
44b0da6bc9496f4ff4c30d848a7c0048,44b0d,3927464814da1afac4b4f022f2cb5f6c,39274,1,1,12/6/2012 0:57
44b0da6bc9496f4ff4c30d848a7c0048,44b0d,a2f178b22bf6869829a182717bc1807d,a2f17,1,1,12/6/2012 1:06
44b0da6bc9496f4ff4c30d848a7c0048,44b0d,a2f178b22bf6869829a182717bc1807d,a2f17,1,1,12/6/2012 1:06
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,74ac7c57edd8a25396b33e4c426577db,74ac7,1,1,5/6/2012 3:56
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,d5966bd4f35c0ee9864e62c0251b556a,d5966,1,1,5/6/2012 5:07
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,74ac7c57edd8a25396b33e4c426577db,74ac7,1,1,5/6/2012 5:07
fe9e59a29183833d38be43aadcb74e64,fe9e5,59a97a0ed69dc188110563a2968cff9f,59a97,1,1,4/6/2012 21:07
fe9e59a29183833d38be43aadcb74e64,fe9e5,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,4/6/2012 22:20
fe9e59a29183833d38be43aadcb74e64,fe9e5,59a97a0ed69dc188110563a2968cff9f,59a97,1,1,4/6/2012 23:02
fe9e59a29183833d38be43aadcb74e64,fe9e5,13c52df947fcb1c0eb9c305814d98b45,13c52,1,1,5/6/2012 8:24
fe9e59a29183833d38be43aadcb74e64,fe9e5,13c52df947fcb1c0eb9c305814d98b45,13c52,1,1,5/6/2012 8:24
fe9e59a29183833d38be43aadcb74e64,fe9e5,00164bb34039df89bebde7f361424ae0,00164,1,1,5/6/2012 8:24
4b01a237db3c48af80799b99cc0dd609,4b01a,8f8f3a5be47c1b113f9fe1a38142df7f,8f8f3,1,1,3/6/2012 15:54
4b01a237db3c48af80799b99cc0dd609,4b01a,8f8f3a5be47c1b113f9fe1a38142df7f,8f8f3,1,1,3/6/2012 15:54
fa16e334173cada1452ed84aee3dd4b0,fa16e,d5966bd4f35c0ee9864e62c0251b556a,d5966,1,1,3/6/2012 2:13
eb539050560a8324d601c65b6057c12a,eb539,995b29df24994de836131f0dee46b853,995b2,1,1,2/6/2012 22:30
eb539050560a8324d601c65b6057c12a,eb539,bd2431a40a9d56ee900712b9286a0260,bd243,1,1,3/6/2012 2:47
eb539050560a8324d601c65b6057c12a,eb539,bd2431a40a9d56ee900712b9286a0260,bd243,1,1,3/6/2012 2:47
eb539050560a8324d601c65b6057c12a,eb539,995b29df24994de836131f0dee46b853,995b2,1,1,3/6/2012 5:01
eb539050560a8324d601c65b6057c12a,eb539,bd2431a40a9d56ee900712b9286a0260,bd243,1,1,3/6/2012 16:35
eb539050560a8324d601c65b6057c12a,eb539,bd2431a40a9d56ee900712b9286a0260,bd243,1,1,3/6/2012 16:35
9f0a925a75f4244b6f9b6985c7254dd4,9f0a9,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,3/6/2012 10:03
aaf84b0d8ffadcea65d0dad9809f5b9b,aaf84,218d06899da62368588d58be27dba5cc,218d0,1,1,3/6/2012 6:32
aaf84b0d8ffadcea65d0dad9809f5b9b,aaf84,218d06899da62368588d58be27dba5cc,218d0,1,1,3/6/2012 6:32
2c2d87d91fe0c4539036147096424f1e,2c2d8,4900e32ca43ee74b91212318ffec5d55,4900e,1,1,2/6/2012 17:27
2c2d87d91fe0c4539036147096424f1e,2c2d8,81f371a2d268f6aed566d4d6a0973ce8,81f37,1,1,2/6/2012 18:25
2c2d87d91fe0c4539036147096424f1e,2c2d8,81f371a2d268f6aed566d4d6a0973ce8,81f37,1,1,2/6/2012 18:25
922577ed2b7bf5558544e6d1ebe2a5e5,92257,b644c0c60f72150bfac3ef3c0dc0f04e,b644c,1,1,11/6/2012 6:00
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,488be6e886d127db7c911327236695a7,488be,1,1,10/6/2012 16:18
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,488be6e886d127db7c911327236695a7,488be,1,1,10/6/2012 16:18
c3bba52f1fe31ed6df2cd5ff8711d779,c3bba,74ac7c57edd8a25396b33e4c426577db,74ac7,1,1,11/6/2012 2:09
fe9e59a29183833d38be43aadcb74e64,fe9e5,59a97a0ed69dc188110563a2968cff9f,59a97,1,1,10/6/2012 16:48
fe9e59a29183833d38be43aadcb74e64,fe9e5,ac4a8d4c9e88b59193d0a9d70b3763f4,ac4a8,1,1,10/6/2012 18:11
fe9e59a29183833d38be43aadcb74e64,fe9e5,82d4e68c2dbb2ddce8ee41109bd838b9,82d4e,1,1,10/6/2012 18:11
fe9e59a29183833d38be43aadcb74e64,fe9e5,d0b2176f1303b25c2666926311d23045,d0b21,1,1,10/6/2012 18:38
fe9e59a29183833d38be43aadcb74e64,fe9e5,d0b2176f1303b25c2666926311d23045,d0b21,1,1,10/6/2012 18:38
fe9e59a29183833d38be43aadcb74e64,fe9e5,c93d1d1d77ad0a57e4505d3a1b5cdf0f,c93d1,1,1,10/6/2012 21:31
fe9e59a29183833d38be43aadcb74e64,fe9e5,5948e4f766752ea8e45158ecdc7beb0f,5948e,1,1,10/6/2012 21:53
fe9e59a29183833d38be43aadcb74e64,fe9e5,f89333591f645168640627aabbfa9d34,f8933,1,1,10/6/2012 21:53
fe9e59a29183833d38be43aadcb74e64,fe9e5,8a54f1ded51929d8cf14bc1a26eacf44,8a54f,1,1,11/6/2012 1:59
fe9e59a29183833d38be43aadcb74e64,fe9e5,8a54f1ded51929d8cf14bc1a26eacf44,8a54f,1,1,11/6/2012 1:59
fe9e59a29183833d38be43aadcb74e64,fe9e5,59a97a0ed69dc188110563a2968cff9f,59a97,1,1,11/6/2012 3:59
fe9e59a29183833d38be43aadcb74e64,fe9e5,59bb8aafb36fa02cceaac6471f09f4ba,59bb8,1,1,11/6/2012 11:16
fe9e59a29183833d38be43aadcb74e64,fe9e5,59bb8aafb36fa02cceaac6471f09f4ba,59bb8,1,1,11/6/2012 11:16
fe9e59a29183833d38be43aadcb74e64,fe9e5,13c52df947fcb1c0eb9c305814d98b45,13c52,1,1,11/6/2012 8:26
fe9e59a29183833d38be43aadcb74e64,fe9e5,00164bb34039df89bebde7f361424ae0,00164,1,1,11/6/2012 8:26
fe9e59a29183833d38be43aadcb74e64,fe9e5,13c52df947fcb1c0eb9c305814d98b45,13c52,1,1,11/6/2012 8:26
fe9e59a29183833d38be43aadcb74e64,fe9e5,ac4a8d4c9e88b59193d0a9d70b3763f4,ac4a8,1,1,11/6/2012 15:46
fe9e59a29183833d38be43aadcb74e64,fe9e5,82d4e68c2dbb2ddce8ee41109bd838b9,82d4e,1,1,11/6/2012 15:34
fe9e59a29183833d38be43aadcb74e64,fe9e5,ac4a8d4c9e88b59193d0a9d70b3763f4,ac4a8,1,1,11/6/2012 15:34
fe9e59a29183833d38be43aadcb74e64,fe9e5,82d4e68c2dbb2ddce8ee41109bd838b9,82d4e,1,1,11/6/2012 15:46
fe9e59a29183833d38be43aadcb74e64,fe9e5,db621a62b4961e8cec7829134fd027d1,db621,1,1,11/6/2012 16:00
fe9e59a29183833d38be43aadcb74e64,fe9e5,db621a62b4961e8cec7829134fd027d1,db621,1,1,11/6/2012 16:00
fe9e59a29183833d38be43aadcb74e64,fe9e5,d5966bd4f35c0ee9864e62c0251b556a,d5966,1,1,11/6/2012 16:03
fe9e59a29183833d38be43aadcb74e64,fe9e5,82d4e68c2dbb2ddce8ee41109bd838b9,82d4e,1,1,11/6/2012 15:56
fe9e59a29183833d38be43aadcb74e64,fe9e5,ac4a8d4c9e88b59193d0a9d70b3763f4,ac4a8,1,1,11/6/2012 15:56
c306a86c868671fa0217db9efab6447d,c306a,ccf987f50ac38807f84a23bed54701c4,ccf98,1,1,11/6/2012 7:47
160360f5943c858e1a2703b5b68a6781,16036,d5966bd4f35c0ee9864e62c0251b556a,d5966,1,1,11/6/2012 0:17
160360f5943c858e1a2703b5b68a6781,16036,ebd7dfcffab2247a732b57daca97fb49,ebd7d,1,1,11/6/2012 1:35
160360f5943c858e1a2703b5b68a6781,16036,ebd7dfcffab2247a732b57daca97fb49,ebd7d,1,1,11/6/2012 1:35
aa681f376533377c0eb6687bbfca91f1,aa681,bafaff0416805ab7b10375f5cdd0d9af,bafaf,1,1,13/06/2012 02:10:34
fe9e59a29183833d38be43aadcb74e64,fe9e5,13c52df947fcb1c0eb9c305814d98b45,13c52,1,1,12/6/2012 8:26
fe9e59a29183833d38be43aadcb74e64,fe9e5,00164bb34039df89bebde7f361424ae0,00164,1,1,12/6/2012 8:26
fe9e59a29183833d38be43aadcb74e64,fe9e5,59bb8aafb36fa02cceaac6471f09f4ba,59bb8,1,1,12/6/2012 11:17
fe9e59a29183833d38be43aadcb74e64,fe9e5,59bb8aafb36fa02cceaac6471f09f4ba,59bb8,1,1,12/6/2012 11:17
fe9e59a29183833d38be43aadcb74e64,fe9e5,d0b2176f1303b25c2666926311d23045,d0b21,1,1,12/6/2012 15:57
fe9e59a29183833d38be43aadcb74e64,fe9e5,d0b2176f1303b25c2666926311d23045,d0b21,1,1,12/6/2012 15:57
fbe352b729732adaafdf267c03a4b7b1,fbe35,cd078d6c567f70712718099c5cb36241,cd078,1,1,11/6/2012 18:03
fbe352b729732adaafdf267c03a4b7b1,fbe35,cd078d6c567f70712718099c5cb36241,cd078,1,1,11/6/2012 18:03
fbe352b729732adaafdf267c03a4b7b1,fbe35,cd078d6c567f70712718099c5cb36241,cd078,1,1,11/6/2012 18:03
4b01a237db3c48af80799b99cc0dd609,4b01a,d55b2419fb97e0d8738d00aa4e61ed2e,d55b2,1,1,11/6/2012 20:13
4b01a237db3c48af80799b99cc0dd609,4b01a,d55b2419fb97e0d8738d00aa4e61ed2e,d55b2,1,1,11/6/2012 20:13
4b01a237db3c48af80799b99cc0dd609,4b01a,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,12/6/2012 15:56
c963fab37718b3120e6856896fa0e85e,c963f,7d3182eb4265b59456e9422a590ba95d,7d318,1,1,11/6/2012 16:24
c963fab37718b3120e6856896fa0e85e,c963f,bdd2f93c62f208713a584e61f62c8dbf,bdd2f,1,1,11/6/2012 16:24
c963fab37718b3120e6856896fa0e85e,c963f,4628930d505642a9cbf2c60a67565ac7,46289,1,1,11/6/2012 18:07
c963fab37718b3120e6856896fa0e85e,c963f,4628930d505642a9cbf2c60a67565ac7,46289,1,1,11/6/2012 18:07
c963fab37718b3120e6856896fa0e85e,c963f,5a86e67aa716677357a7127d11499983,5a86e,1,1,11/6/2012 18:08
c963fab37718b3120e6856896fa0e85e,c963f,3cc56bc9160aad906b97c61e04bfbfa0,3cc56,1,1,11/6/2012 18:08
c963fab37718b3120e6856896fa0e85e,c963f,7a209b9318eb38a6dc352fef0f493830,7a209,1,1,11/6/2012 18:11
c963fab37718b3120e6856896fa0e85e,c963f,4628930d505642a9cbf2c60a67565ac7,46289,1,1,11/6/2012 18:37
c963fab37718b3120e6856896fa0e85e,c963f,a04330222acef4e8974e9d4badfc2adc,a0433,1,1,11/6/2012 18:39
c963fab37718b3120e6856896fa0e85e,c963f,7a209b9318eb38a6dc352fef0f493830,7a209,1,1,11/6/2012 18:10
c963fab37718b3120e6856896fa0e85e,c963f,7d3182eb4265b59456e9422a590ba95d,7d318,1,1,11/6/2012 18:35
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,11/6/2012 23:14
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,11/6/2012 23:15
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,12/6/2012 0:18
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,12/6/2012 1:08
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,12/6/2012 1:38
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,12/6/2012 1:45
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,12/6/2012 1:39
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,12/6/2012 1:56
a004d00c270f833d5db823ab08779de8,a004d,2ffe28a63eaeae6ad1468d143c6bcb92,2ffe2,1,1,12/6/2012 2:00
575fcf7be08d744c15b2115110afe63a,575fc,968faa3df551a332e3183c7d622936c6,968fa,1,1,13/06/2012 15:50:25
575fcf7be08d744c15b2115110afe63a,575fc,968faa3df551a332e3183c7d622936c6,968fa,1,1,13/06/2012 15:50:25
fb96530603513538f8c189f37b9ebaeb,fb965,3227bba19ca39b64ddce0054ba2d8f08,3227b,1,1,12/6/2012 17:32
